Jurisdiction,AbbreviatedDistrict,Full District Name,Type of Zoning District ,Is it an Overlay District?,1-Family,2-Family,3-Family,4+-Family,1-Family Min. Lot (ACRES),2-Family Min. Lot (ACRES),3-Family Min. Lot (ACRES),4+-Family Min. Lot (ACRES)
Thompson,BDD,Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer"
Thompson,CRD,Industrial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.1,0.1,0.1,0.1
Thompson,DMRD,Neighborhood Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.1,0.1,0.1,0.1
Thompson,LD,High-Density Residential ,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.1,0.1,0.1,0.1
Thompson,RRAD,Low-Density Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.92,0.92,0.92,0.92
Thompson,TCDD,Residential & Agricultural ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer",".92, or .10 if served by water/sewer"
Thompson,TCVD,Thompson Common Preservation ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.92,0.92,0.92,0.92
Tolland,APO,Aquifer Protection Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
West Haven,R-1,Single Family Detached Residence R1,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.459,,,
West Haven,R-2,Single Family Detached Residence R2,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.367,,,
West Haven,R-3,One Two Three Family Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.367,0.551,0.689,
West Haven,R-4,Multifamily Residence R-4,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1.837,1.837,1.837,1.837
West Haven,R-5,Multifamily Residence R-5,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1.837,1.837,1.837,1.837
West Haven,NB,Neighborhood Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.138,,,0.184
West Haven,RB,Regional Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,,,
Tolland,CCZ,Community Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,1,5,5,5
Tolland,CIZ-A,Commercial/Industrial A,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1,,,
Tolland,CIZ-B,Commercial/Industrial B,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,1,1,1,1
Tolland,FP/SB,Flood Plain/Stream Belt ,No Residential,,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Tolland,GDD,Gateway Design,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Tolland,NCZ-G,Neighborhood Commercial-G,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Tolland,NCZ-T,Neighborhood Commercial-T,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Tolland,RDD,Residential Design,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,2,"3 for a Conventional Lot, 7.5 for a rear lot",10,10
Tolland,TBP,Tolland Business Park,No Residential,,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Tolland,TCZ,Technology Campus,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Tolland,TVA,Tolland Village Area,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Tolland,VCZ,Village Center,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1,"3 for a Conventional Lot, 7.5 for a rear lot",10,10
Torrington,CIR,Restricted Commercial & Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Torrington,DD,Downtown,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Torrington,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Torrington,IH,Incentive Housing Overlay,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Torrington,IP,Industrial Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Torrington,LB,Local Business,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.138,0.172,0.172,0.172
Torrington,R-10,R-10 Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.23,0.344,,0.344
Torrington,R-10s,R-10s Single Family Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,,,
Torrington,R-15,R-15 Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.344,0.517,,0.517
Torrington,R-15s,R-15s Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.344,,,
Torrington,R-25,R-25 Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.574,0.86,,0.574
Torrington,R-40,R-40 Outlying Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Special Permit,0.918,,,
Torrington,R-6,R-6 General Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.138,0.172,0.172,0.172
Torrington,R-60,R-60 Outlying Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.377,,,
Torrington,R-WP,Watershed Protection,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.99,,,
Torrington,RRC,Restricted Residential Community,Primarily Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Trumbull,A,Residence A,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.5,,,
Trumbull,AA,Residence AA,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Trumbull,AAA,Residence AAA,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Trumbull,AREHZ ,Age-Restricted Housing,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Trumbull,Assisted Living Facility,Assisted Living Facility,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Trumbull,B-C,B-C-Long Hill Green Commercial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Trumbull,I-L,Industrial I-L,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Trumbull,I-L2,Industrial I-L 2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Trumbull,I-L3,Industrial I-L 3,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Trumbull,LH B-C,Planned Residential Conservation,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,
Trumbull,PRCZ,Professional Office Overlay,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,"0.7 for dwelling units in Zones AAA or AA, 0.35 for dwelling units in Zone A",,,
Trumbull,Professional Office Overlay,Professional Office Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Union,CI,Commercial/Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Union,RR,Rural Residence ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,3,6,,
Union,RT,Retail Trade,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,3,6,,
Union,SD,Special Development,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Vernon,C,Commercial ,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,5,5
Vernon,CMFDZ,CMFDZ Comprehensive Multifamily Dwelling ,Primarily Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,1,1,1,1
Vernon,HD-I,Historic Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Vernon,HD-RC,HIstoric-Residential Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.46,0.46,0.46,0.46
Vernon,I,Industrial ,Primarily Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,0.92,0.92
Vernon,MHP,Mobile Home Parks,Primarily Residential,No,Special Permit,Prohibited,Prohibited,Allowed/Conditional,0.23,,,15
Vernon,NR-10,Neighborhood R-10 ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Vernon,Open Space,Open Space,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Vernon,PC,Planned Commercial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Vernon,PDZ,Planned Commercial 2,Mixed with Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,1,1,1,1
Vernon,PDZ-EXT 67,Planned Development: I-84 Exit 67 Area,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,1,1,1,1
Vernon,PND,Planned Neighborhood Development ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.46,0.46,0.46,0.46
Vernon,PRD,PRD Single Family Residential ,Primarily Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,1,1,1,1
Vernon,R-10,R-10 Single Family Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.23,0.23,,
Vernon,R-15,R-15 Single Family Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.34,0.34,,
Vernon,R-22,R-22 Single Family Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.51,0.51,,
Vernon,R-27,R-27 Single Family Residential ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.62,,,
Vernon,R-40,R-40 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Vernon,RDBR,Downtown Business & Residential ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.12,0.12,0.12,0.12
Vernon,RW,Restricted Watershed ,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,0.92,,,
Vernon,SED,Special Economic Development,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Vernon,SFZ-GZ,Special Floating-Garden ,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3,,,
Voluntown,Major Develop,Major Develop,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Voluntown,Rural ,Rural ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.84,3.21,,
Voluntown,Village Commercial Overlay ,Village Commercial Overlay ,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Voluntown,Village,Village,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.69,0.92,1.03,1.38
Wallingford,APD,Aquifer Protection,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,CA-12,Commercial CA-12,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,CA-40,Commercial CA-40,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,CB-12,Commercial CB-12,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,CB-40,Commercial CB-40,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,CLB,Central Limited Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Special Permit,Special Permit,0.26,,0.258,0.258
Wallingford,DA,Downtown Apartment,Primarily Residential,Yes,Prohibited,Prohibited,Special Permit,Special Permit,,,0.57,0.57
Wallingford,DD-40,Design,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,
Wallingford,HOD,Housing Opportunity,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Wallingford,HOD-MF,Housing Opportunity-Multifamily,Primarily Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,6
Wallingford,I-20,Industrial I-20,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,
Wallingford,I-40,Industrial I-40,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,
Wallingford,I-5,Interchange I-5,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,IHZ,Incentive Housing,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Wallingford,IX,Industrial Expansion IX,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,QS,Quarry Support Overlay QSO,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,R-11,Residence-11,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.23,,,
Wallingford,R-15,Residence-15,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.34,,,
Wallingford,R-18,Residence-18,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.41,,,
Wallingford,R-6,Residence-6,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.14,,,
Wallingford,RF-40,Route Five RF-40,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,
Wallingford,RM-11,Multifamily-11,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,5,5
Wallingford,RM-12,Multifamily-12,Primarily Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,5,5
Wallingford,RM-18,Multifamily-18,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,5,5
Wallingford,RM-40,Multifamily-40,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,5,5
Wallingford,RM-6,Multifamily-6,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,5,5
Wallingford,RU-120,Rural Residential-120,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.75,,,
Wallingford,RU-40,Rural Residential-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.84,,,
Wallingford,RU-80,Rural Residential-80,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Wallingford,T-30,Tracy T-30,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.14,0.14,0.57,
Wallingford,TC,Town Center,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,0.57
Wallingford,WPD,Watershed Protection,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Wallingford,YLB,Yalesville Limited Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,,0.5,0.5,0.5
Warren,Center,Center,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Prohibited,2,2,2,2
Warren,North,North,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Prohibited,2,2,2,2
Warren,South,South,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Prohibited,2,2,2,2
Washington,B-1,New Preston Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,B-2,Washington Depot Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,B-3,Marbledale Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,B-4,Woodville Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,R-1,Farming & Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,R-2,Washington Green,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Washington,R-3,Lake Waramaug Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,"1 for Class A Soil, 1.5 Class B Soil, 2 for Class C Soil",,,
Waterbury,CA,Arterial Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Waterbury,CBD,Central Business,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,0.29,
Waterbury,CG,General Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.14,,0.29,0.29
Waterbury,CN,Neighborhood Shopping,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Waterbury,CO,Commercial Office,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Special Permit,0.23,,,0.29
Waterbury,IG,General Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Waterbury,IL,Limited Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Waterbury,IP,Industrial Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Waterbury,RH,High Density Multifamily Residential,Primarily Residential,No,Special Permit,Allowed/Conditional,Special Permit,Special Permit,0.14,0.14,0.29,0.29
Waterbury,RL,Low Density Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.14,0.29,,0.29
Waterbury,RM,Medium Density Multi-Family Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.14,0.14,0.29,0.29
Waterbury,RO,Residential/Office,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.14,0.14,0.29,
Waterbury,RS,Single Family Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.17,0.29,,
